STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1420;19490101;-999;-999;-999;    5;   4.3;   1;-999;   0;   8.0;   6.3;  977.20;    6.6;   65.00;    9.2;    1.5;    1.0;eor
       1420;19490102;-999;-999;-999;    5;   2.3;   1;-999;   0;   8.0;   6.9;  981.80;    2.4;   94.00;    7.1;    0.5;    2.2;eor
       1420;19490103;-999;-999;-999;    5;   0.1;   1;-999;   0;   5.0;   6.4;  993.10;    2.0;   88.00;    5.0;    0.1;   -0.3;eor
       1420;19490104;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.7;   5.6; 1000.40;    2.4;   78.00;    3.7;   -1.6;   -3.4;eor
       1420;19490105;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.7; 1011.20;    3.5;   86.00;    5.3;    1.6;    1.2;eor
       1420;19490106;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   7.3; 1023.60;    4.2;   87.00;    5.9;    3.0;    1.7;eor
       1420;19490107;-999;-999;-999;    5;   1.0;   8;-999;   0;   8.0;   5.9; 1020.20;   -0.3;   96.00;    4.0;   -1.2;    0.3;eor
       1420;19490108;-999;-999;-999;    5;   0.6;   8;-999;   0;   8.0;   5.9; 1005.50;   -0.3;   98.00;    0.6;   -2.5;   -2.8;eor
       1420;19490109;-999;-999;-999;    5;   1.0;   7;-999;   0;   5.3;   6.0; 1009.20;    1.3;   89.00;    3.3;   -1.7;   -2.8;eor
       1420;19490110;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   4.9; 1009.80;   -1.5;   87.00;    1.8;   -3.8;   -6.1;eor
       1420;19490111;-999;-999;-999;    5;   0.6;   7;-999;   0;   6.7;   4.9; 1000.80;   -1.5;   92.00;   -0.2;   -5.3;   -7.2;eor
       1420;19490112;-999;-999;-999;    5;   1.6;   7;-999;   3;   5.7;   5.7; 1002.30;    0.8;   87.00;    3.1;   -0.5;   -5.1;eor
       1420;19490113;-999;-999;-999;    5;   0.0;   1;-999;   2;   3.3;   5.2; 1019.40;    0.4;   81.00;    3.4;   -1.8;   -4.7;eor
       1420;19490114;-999;-999;-999;    5;   0.9;   8;-999;   0;   8.0;   6.3; 1013.90;    1.0;   96.00;    1.6;   -1.0;   -1.8;eor
       1420;19490115;-999;-999;-999;    5;   0.1;   1;-999;   0;   7.3;   6.5; 1009.00;    3.8;   80.00;    5.8;    1.3;   -0.8;eor
       1420;19490116;-999;-999;-999;    5;   1.4;   1;-999;   0;   8.0;   7.5; 1002.40;    5.6;   86.00;    8.2;    0.9;    0.2;eor
       1420;19490117;-999;-999;-999;    5;   3.9;   1;-999;   0;   8.0;   8.4; 1003.60;    6.6;   86.00;    7.6;    4.4;    4.0;eor
       1420;19490118;-999;-999;-999;    5;   0.2;   1;-999;   0;   7.7;   8.5; 1006.30;    7.4;   83.00;    9.2;    6.1;    3.5;eor
       1420;19490119;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;   8.7; 1007.20;    8.6;   77.00;   10.7;    5.9;    4.9;eor
       1420;19490120;-999;-999;-999;    5;   0.9;   1;-999;   0;   6.0;   7.9; 1004.20;    6.4;   79.00;    8.4;    4.7;    5.7;eor
       1420;19490121;-999;-999;-999;    5;   2.7;   8;-999;   0;   8.0;   6.5; 1001.10;    6.0;   70.00;    7.3;    3.6;    2.2;eor
       1420;19490122;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;   6.0; 1012.20;    3.6;   75.00;    6.1;    1.2;   -0.8;eor
       1420;19490123;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;   5.1; 1016.80;   -1.6;   95.00;    3.0;   -4.0;   -5.4;eor
       1420;19490124;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   4.8; 1015.20;   -2.0;   88.00;    3.2;   -6.0;   -7.1;eor
       1420;19490125;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;   5.2; 1021.50;   -0.2;   88.00;    5.3;   -4.1;   -5.5;eor
       1420;19490126;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   4.9; 1022.20;   -0.6;   85.00;    5.3;   -4.5;   -6.7;eor
       1420;19490127;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;   5.2; 1023.40;    0.0;   85.00;    4.7;   -3.4;   -5.5;eor
       1420;19490128;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   4.4; 1026.00;   -4.1;   96.00;   -0.5;   -6.3;   -8.0;eor
       1420;19490129;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   4.1; 1027.20;   -4.9;   97.00;   -3.4;   -6.0;   -5.6;eor
       1420;19490130;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   4.5; 1023.50;   -3.6;   97.00;   -1.5;   -6.3;   -6.1;eor
       1420;19490131;-999;-999;-999;    5;   0.3;   7;-999;   0;   8.0;   6.0; 1016.00;    2.6;   81.00;    4.9;   -4.0;   -6.5;eor
       1420;19490201;-999;-999;-999;    5;   0.0;   1;-999;   0;   1.3;   4.1; 1015.50;   -0.2;   68.00;    3.2;   -2.4;   -2.9;eor
       1420;19490202;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.0;   3.5; 1027.00;   -4.1;   73.00;   -0.2;   -6.2;   -7.6;eor
       1420;19490203;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   3.1; 1028.80;   -5.3;   77.00;    0.3;  -10.2;  -11.6;eor
       1420;19490204;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   3.5; 1023.50;   -3.7;   73.00;    4.2;  -10.0;  -11.1;eor
       1420;19490205;-999;-999;-999;    5;   0.0;   8;-999;   0;   4.7;   4.4; 1019.10;   -2.1;   86.00;    2.0;  -10.7;  -11.6;eor
       1420;19490206;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   5.2; 1020.00;   -0.2;   86.00;    2.5;   -3.3;   -5.6;eor
       1420;19490207;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   4.7; 1017.10;   -3.3;   98.00;   -1.0;   -9.8;  -11.0;eor
       1420;19490208;-999;-999;-999;    5;   0.7;   1;-999;   0;   6.7;   5.6; 1011.80;    0.4;   93.00;    2.0;   -3.3;   -3.8;eor
       1420;19490209;-999;-999;-999;    5;   3.9;   1;-999;   0;   8.0;   7.6; 1002.30;    5.0;   89.00;   10.4;   -0.2;   -2.0;eor
       1420;19490210;-999;-999;-999;    5;   0.0;   8;-999;   0;   3.0;   5.6; 1005.80;    4.1;   68.00;    6.6;    1.0;   -0.8;eor
       1420;19490211;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   5.6; 1009.50;    1.8;   77.00;    7.0;   -1.0;   -0.6;eor
       1420;19490212;-999;-999;-999;    5;   0.2;   8;-999;   0;   8.0;   5.3; 1006.80;    0.2;   86.00;    3.7;   -4.3;   -5.5;eor
       1420;19490213;-999;-999;-999;    5;   0.0;   0;-999;   1;   3.0;   5.5; 1009.90;    0.7;   84.00;    5.5;   -1.6;   -1.6;eor
       1420;19490214;-999;-999;-999;    5;   0.1;   1;-999;   0;   8.0;   5.3; 1016.80;   -1.1;   97.00;    0.5;   -4.7;   -5.7;eor
       1420;19490215;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.3; 1020.00;    2.1;   90.00;    3.4;   -0.9;   -1.6;eor
       1420;19490216;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   7.3; 1019.10;    4.7;   85.00;    6.2;    2.0;    1.0;eor
       1420;19490217;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.0; 1015.10;    1.9;   83.00;   10.5;   -2.5;   -3.0;eor
       1420;19490218;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   6.1; 1012.40;    0.3;   93.00;    4.3;   -2.2;   -3.6;eor
       1420;19490219;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   5.7; 1015.50;   -0.9;   99.00;    1.3;   -3.5;   -4.5;eor
       1420;19490220;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   6.4; 1017.40;    2.6;   86.00;    9.8;   -4.1;   -4.0;eor
       1420;19490221;-999;-999;-999;    5;   1.4;   1;-999;   0;   0.0;   6.3; 1016.40;    2.6;   83.00;   11.6;   -2.6;   -3.8;eor
       1420;19490222;-999;-999;-999;    5;   0.0;   1;-999;   0;   2.7;   5.6; 1019.40;    4.2;   69.00;   11.0;   -1.7;   -3.5;eor
       1420;19490223;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.3;   7.5; 1017.40;    7.3;   75.00;   11.4;   -1.3;   -4.1;eor
       1420;19490224;-999;-999;-999;    5;   8.5;   1;-999;   0;   7.3;  10.0; 1015.60;    8.0;   91.00;   10.8;    6.3;    6.1;eor
       1420;19490225;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;   6.4; 1019.20;    4.7;   77.00;    8.0;   -1.5;   -3.6;eor
       1420;19490226;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;   6.3; 1012.30;    4.5;   76.00;    6.7;    1.6;    0.2;eor
       1420;19490227;-999;-999;-999;    5;   2.1;   8;-999;   0;   7.3;   6.5;  999.90;    3.6;   79.00;    8.0;    0.6;    2.3;eor
       1420;19490228;-999;-999;-999;    5;   0.0;   8;-999;   0;   2.3;   5.5; 1008.70;    1.6;   77.00;    6.2;   -0.4;   -1.6;eor
       1420;19490301;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;   5.5;  993.50;    2.4;   74.00;    6.8;   -1.1;   -2.0;eor
       1420;19490302;-999;-999;-999;    5;   5.1;   8;-999;   3;   4.7;   4.1; 1008.60;   -2.0;   75.00;    1.2;   -3.9;   -6.6;eor
       1420;19490303;-999;-999;-999;    5;   0.0;   1;-999;   4;   4.0;   3.7; 1010.70;   -2.0;   71.00;    1.2;   -6.6;  -10.4;eor
       1420;19490304;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.0;   3.1; 1015.60;   -4.6;   72.00;    0.1;   -9.6;  -11.3;eor
       1420;19490305;-999;-999;-999;    5;   0.0;   7;-999;   0;   3.7;   3.1; 1009.90;   -4.3;   71.00;   -0.1;  -10.0;  -11.4;eor
       1420;19490306;-999;-999;-999;    5;   0.0;   7;-999;   0;   4.7;   3.2; 1005.40;   -3.4;   67.00;   -0.7;   -6.7;   -9.4;eor
       1420;19490307;-999;-999;-999;    5;   0.0;   7;-999;   0;   6.7;   4.0; 1003.90;   -2.4;   78.00;    0.5;   -5.5;   -9.1;eor
       1420;19490308;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   3.5; 1002.30;   -1.8;   67.00;    2.5;   -7.5;   -8.2;eor
       1420;19490309;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.3;   4.1; 1000.00;    1.4;   65.00;    6.1;   -5.5;   -7.4;eor
       1420;19490310;-999;-999;-999;    5;   7.2;   1;-999;   0;   8.0;   6.9; 1001.90;    3.5;   89.00;    5.7;    1.0;    0.3;eor
       1420;19490311;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   7.2; 1000.60;    4.8;   85.00;    6.4;    2.2;    1.2;eor
       1420;19490312;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   7.7;  999.00;    7.1;   79.00;   11.4;    2.6;    1.7;eor
       1420;19490313;-999;-999;-999;    5;   1.5;   1;-999;   0;   8.0;   8.3; 1000.30;    7.0;   84.00;    8.8;    2.4;    1.0;eor
       1420;19490314;-999;-999;-999;    5;   9.8;   1;-999;   0;   7.7;   9.9; 1000.40;    8.9;   86.00;   10.6;    6.0;    5.8;eor
       1420;19490315;-999;-999;-999;    5;   0.1;   8;-999;   0;   6.3;   6.0; 1007.00;    4.2;   70.00;    9.0;    2.0;    3.4;eor
       1420;19490316;-999;-999;-999;    5;   3.8;   1;-999;   0;   6.7;   6.7;  999.50;    4.5;   81.00;    5.9;    1.1;    0.0;eor
       1420;19490317;-999;-999;-999;    5;   3.4;   1;-999;   0;   6.7;   5.9; 1000.60;    4.5;   72.00;    6.3;    0.6;   -0.6;eor
       1420;19490318;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;   6.4;  992.30;    4.4;   73.00;    6.4;    2.5;    2.1;eor
       1420;19490319;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.0;   4.0; 1008.30;    0.6;   63.00;    3.6;   -1.5;   -2.8;eor
       1420;19490320;-999;-999;-999;    5;   0.0;   7;-999;   0;   4.3;   4.4; 1013.50;   -0.3;   75.00;    4.6;   -3.3;   -4.7;eor
       1420;19490321;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   4.1; 1013.40;    0.0;   70.00;    6.9;   -6.2;   -7.2;eor
       1420;19490322;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   4.9; 1017.90;    3.5;   66.00;    9.6;   -4.4;   -6.1;eor
       1420;19490323;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.5; 1018.70;    6.6;   69.00;   13.4;   -2.0;   -4.0;eor
       1420;19490324;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   6.8; 1014.00;    9.1;   63.00;   17.4;    3.2;    0.4;eor
       1420;19490325;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   7.1; 1009.80;    8.0;   67.00;   16.6;    2.6;    0.2;eor
       1420;19490326;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   7.3; 1008.40;    8.6;   69.00;   18.6;    0.2;   -2.4;eor
       1420;19490327;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   8.5; 1006.20;   13.0;   57.00;   19.5;    7.2;    4.8;eor
       1420;19490328;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   8.1; 1008.20;   13.6;   57.00;   21.5;    6.7;    5.5;eor
       1420;19490329;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   8.8; 1009.00;   13.8;   59.00;   21.7;    6.6;    4.4;eor
       1420;19490330;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   7.6; 1004.80;   12.6;   59.00;   21.7;    5.6;    1.2;eor
       1420;19490331;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   8.5; 1000.60;   11.2;   69.00;   19.4;    2.0;    0.2;eor
       1420;19490401;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   8.7; 1001.50;   11.4;   69.00;   19.0;    1.2;   -0.4;eor
       1420;19490402;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;   8.3; 1004.60;   12.0;   60.00;   21.2;    5.2;    3.1;eor
       1420;19490403;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.0;  10.9; 1009.10;   12.5;   77.00;   16.5;    6.9;    4.4;eor
       1420;19490404;-999;-999;-999;    5;   0.4;   1;-999;   0;   6.0;  10.7; 1002.60;   16.2;   61.00;   21.8;    7.2;    5.2;eor
       1420;19490405;-999;-999;-999;    5;   1.6;   1;-999;   0;   7.3;  10.5; 1004.40;   13.4;   69.00;   17.7;    9.0;    6.9;eor
       1420;19490406;-999;-999;-999;    5;   3.1;   1;-999;   0;   7.3;  12.7;  992.00;   15.1;   75.00;   18.3;    9.6;    9.7;eor
       1420;19490407;-999;-999;-999;    5;   1.8;   1;-999;   0;   6.3;   8.3;  983.80;    7.0;   76.00;   15.6;    4.0;    7.2;eor
       1420;19490408;-999;-999;-999;    5;   0.0;   7;-999;   0;   6.0;   5.7;  998.40;    4.9;   65.00;    9.7;    2.0;    2.1;eor
       1420;19490409;-999;-999;-999;    5;   0.6;   8;-999;   0;   5.7;   6.0; 1007.80;    3.8;   77.00;    7.0;   -0.2;   -0.8;eor
       1420;19490410;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   5.9; 1014.30;    6.1;   63.00;   11.7;    0.7;   -0.3;eor
       1420;19490411;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   5.3; 1004.70;   12.6;   39.00;   19.0;    2.5;   -0.7;eor
       1420;19490412;-999;-999;-999;    5;   3.3;   1;-999;   0;   8.0;  10.8; 1000.00;   12.9;   72.00;   15.0;    9.8;    9.1;eor
       1420;19490413;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;   9.7; 1004.60;   15.9;   53.00;   24.1;   11.4;   11.0;eor
       1420;19490414;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;  10.8; 1009.60;   13.7;   68.00;   20.6;    7.0;    4.9;eor
       1420;19490415;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;  10.1; 1010.60;   15.4;   59.00;   24.0;    8.1;    4.8;eor
       1420;19490416;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   9.3; 1009.00;   17.4;   47.00;   24.5;    8.4;    6.5;eor
       1420;19490417;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   9.9; 1008.20;   17.6;   50.00;   27.4;    7.3;    5.2;eor
       1420;19490418;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.0;  11.6; 1008.30;   20.8;   51.00;   30.3;    9.4;    8.1;eor
       1420;19490419;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  10.1; 1008.60;   15.7;   55.00;   20.4;   12.6;   10.3;eor
       1420;19490420;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   9.5; 1006.00;   12.0;   64.00;   16.0;    9.0;    9.1;eor
       1420;19490421;-999;-999;-999;    5;   0.0;   1;-999;   0;   2.0;   9.7;  997.40;   15.3;   56.00;   23.2;    4.1;    2.3;eor
       1420;19490422;-999;-999;-999;    5;   0.1;   1;-999;   0;   4.0;   9.1; 1005.20;   10.5;   68.00;   16.4;    8.2;    7.1;eor
       1420;19490423;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;   7.3; 1010.60;   11.2;   59.00;   18.3;    0.5;   -0.6;eor
       1420;19490424;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.0;   8.3; 1000.80;   14.7;   52.00;   24.4;    3.9;    2.1;eor
       1420;19490425;-999;-999;-999;    5;   5.0;   1;-999;   0;   6.3;  10.3;  993.60;   14.2;   61.00;   26.3;    7.9;    7.2;eor
       1420;19490426;-999;-999;-999;    5;   1.2;   1;-999;   0;   6.3;   8.4; 1004.40;    7.7;   79.00;   11.6;    5.0;    5.1;eor
       1420;19490427;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   9.9; 1011.50;   10.8;   77.00;   13.3;    4.7;    3.9;eor
       1420;19490428;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;  10.5; 1010.30;   12.6;   73.00;   17.0;    8.9;    8.1;eor
       1420;19490429;-999;-999;-999;    5;   1.0;   1;-999;   0;   7.3;   9.9; 1001.90;   12.3;   69.00;   19.1;    7.1;    5.4;eor
       1420;19490430;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;   6.5; 1007.10;    8.4;   60.00;   11.4;    2.3;    5.0;eor
       1420;19490501;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   6.5; 1013.90;   10.6;   54.00;   14.7;    3.7;    3.1;eor
       1420;19490502;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   7.3; 1011.10;   14.6;   46.00;   19.5;    5.7;    5.1;eor
       1420;19490503;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;   9.2; 1004.80;   18.1;   45.00;   25.5;   10.7;    8.6;eor
       1420;19490504;-999;-999;-999;    5;   1.3;   1;-999;   0;   3.0;  10.0;  994.70;   19.1;   43.00;   25.7;   11.9;   10.0;eor
       1420;19490505;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.7;  13.9;  987.80;   17.0;   74.00;   20.3;   10.6;    9.8;eor
       1420;19490506;-999;-999;-999;    5;   1.2;   1;-999;   0;   6.7;   9.7;  997.20;   11.6;   68.00;   17.6;    8.2;    8.2;eor
       1420;19490507;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;   8.8; 1006.00;   11.2;   67.00;   15.2;    6.6;    5.6;eor
       1420;19490508;-999;-999;-999;    5;   0.0;   1;-999;   0;   2.3;   6.4; 1011.60;    9.3;   55.00;   12.9;    1.8;   -0.7;eor
       1420;19490509;-999;-999;-999;    5;   1.1;   1;-999;   0;   6.0;   7.3; 1010.00;    6.4;   73.00;   10.1;    3.4;    1.2;eor
       1420;19490510;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.3;   6.1; 1014.70;    7.3;   61.00;   12.0;    0.7;   -1.5;eor
       1420;19490511;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.0;   5.9; 1013.50;    9.7;   50.00;   14.6;   -1.7;   -3.5;eor
       1420;19490512;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   7.6; 1010.40;   12.7;   52.00;   16.2;    7.0;    4.9;eor
       1420;19490513;-999;-999;-999;    5;   0.7;   1;-999;   0;   7.7;   9.2; 1004.80;   14.2;   58.00;   16.7;   10.8;   10.6;eor
       1420;19490514;-999;-999;-999;    5;   0.7;   1;-999;   0;   5.7;  10.1;  995.10;   13.2;   66.00;   18.0;    9.0;    8.3;eor
       1420;19490515;-999;-999;-999;    5;  16.1;   1;-999;   0;   8.0;  12.3;  990.80;   11.0;   95.00;   13.4;    8.2;    9.1;eor
       1420;19490516;-999;-999;-999;    5;   1.7;   1;-999;   0;   3.7;  11.6;  992.60;   13.6;   76.00;   19.6;    7.6;    6.7;eor
       1420;19490517;-999;-999;-999;    5;   3.4;   1;-999;   0;   7.3;  13.9;  994.00;   14.9;   81.00;   21.9;   12.3;    8.4;eor
       1420;19490518;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.0;   9.9;  997.00;   16.4;   56.00;   17.7;   10.5;   10.1;eor
       1420;19490519;-999;-999;-999;    5;  27.8;   1;-999;   0;   8.0;  14.7;  996.80;   14.8;   88.00;   20.0;   10.2;    9.1;eor
       1420;19490520;-999;-999;-999;    5;   0.9;   1;-999;   0;   8.0;  14.5; 1000.00;   15.5;   83.00;   18.1;   13.1;   13.1;eor
       1420;19490521;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;  11.6; 1003.40;   16.2;   62.00;   20.2;   11.8;   11.2;eor
       1420;19490522;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.7;  12.5;  999.20;   15.8;   69.00;   18.9;   12.5;   12.1;eor
       1420;19490523;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;  13.6;  995.10;   16.7;   73.00;   21.6;   11.6;   10.9;eor
       1420;19490524;-999;-999;-999;    5;   5.9;   1;-999;   0;   6.0;  12.4;  992.00;   14.1;   75.00;   18.8;   10.2;   11.6;eor
       1420;19490525;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;  10.8;  997.50;   13.0;   72.00;   17.5;    8.4;    5.6;eor
       1420;19490526;-999;-999;-999;    5;   4.2;   1;-999;   0;   7.0;  12.0;  995.10;   13.9;   71.00;   17.5;    8.4;    5.7;eor
       1420;19490527;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  10.5; 1003.50;   14.0;   65.00;   18.3;    8.3;    8.8;eor
       1420;19490528;-999;-999;-999;    5;   2.4;   1;-999;   0;   2.7;  11.6;  999.20;   17.6;   61.00;   24.8;    4.0;    4.5;eor
       1420;19490529;-999;-999;-999;    5;   7.1;   1;-999;   0;   7.0;  16.0;  995.80;   16.7;   82.00;   25.0;    9.7;   10.6;eor
       1420;19490530;-999;-999;-999;    5;   2.7;   1;-999;   0;   6.0;  14.4;  997.20;   17.2;   74.00;   19.9;   11.7;   12.1;eor
       1420;19490531;-999;-999;-999;    5;   1.8;   1;-999;   0;   7.3;  12.9;  996.40;   12.9;   86.00;   17.3;   11.2;   12.1;eor
       1420;19490601;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;  12.0;  998.30;   14.6;   76.00;   19.2;    5.5;    4.0;eor
       1420;19490602;-999;-999;-999;    5;   2.5;   1;-999;   0;   8.0;  14.0; 1000.30;   14.6;   85.00;   19.6;    9.8;    8.9;eor
       1420;19490603;-999;-999;-999;    5;   5.0;   1;-999;   0;   7.0;  13.3;  999.60;   16.2;   74.00;   20.6;   10.3;    9.2;eor
       1420;19490604;-999;-999;-999;    5;   5.3;   1;-999;   0;   4.3;  11.7;  999.60;   14.5;   70.00;   19.5;   10.5;    9.0;eor
       1420;19490605;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;  10.4; 1005.40;   13.9;   66.00;   18.4;    8.0;    5.9;eor
       1420;19490606;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.3;  11.7; 1010.60;   16.8;   64.00;   22.1;    6.0;    4.2;eor
       1420;19490607;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;  13.1; 1004.20;   21.5;   53.00;   28.7;    9.8;    8.9;eor
       1420;19490608;-999;-999;-999;    5;   0.4;   1;-999;   0;   6.3;  17.2; 1004.70;   21.3;   68.00;   26.6;   16.4;   13.2;eor
       1420;19490609;-999;-999;-999;    5;   0.5;   1;-999;   0;   7.3;  18.9; 1002.40;   19.3;   83.00;   23.5;   16.6;   15.1;eor
       1420;19490610;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;  14.7; 1003.50;   16.0;   78.00;   19.3;   14.5;   13.7;eor
       1420;19490611;-999;-999;-999;    5;   0.7;   1;-999;   0;   4.7;  13.5; 1003.10;   15.5;   76.00;   21.2;    7.1;    5.2;eor
       1420;19490612;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;  11.9; 1008.00;   13.4;   77.00;   18.3;   11.3;   10.1;eor
       1420;19490613;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.7;  11.9; 1011.60;   17.8;   61.00;   22.1;    6.0;    4.2;eor
       1420;19490614;-999;-999;-999;    5;   0.1;   1;-999;   0;   6.7;  14.8; 1007.00;   14.4;   84.00;   21.3;   11.2;   11.3;eor
       1420;19490615;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.3;   8.3; 1007.60;   12.5;   57.00;   17.8;    6.4;    4.1;eor
       1420;19490616;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   8.9; 1007.60;   11.2;   66.00;   16.3;    6.0;    3.2;eor
       1420;19490617;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;   8.1; 1008.80;   11.9;   59.00;   15.2;    2.8;    0.7;eor
       1420;19490618;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;   9.3; 1007.20;   12.3;   65.00;   14.3;    9.5;    9.1;eor
       1420;19490619;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;  10.7; 1007.50;   14.2;   68.00;   17.8;    4.7;    2.8;eor
       1420;19490620;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;  12.3; 1006.40;   17.8;   62.00;   22.8;   12.2;    9.0;eor
       1420;19490621;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  11.6; 1002.80;   18.6;   56.00;   23.3;   11.8;    7.5;eor
       1420;19490622;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;   8.8; 1004.30;   16.6;   48.00;   20.9;   10.3;    6.9;eor
       1420;19490623;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   9.7; 1001.90;   14.1;   61.00;   17.4;    6.0;    3.4;eor
       1420;19490624;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.0;   8.7; 1005.40;   13.3;   56.00;   18.4;    8.0;    4.4;eor
       1420;19490625;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   9.1; 1004.20;   16.0;   52.00;   21.7;    3.7;    1.2;eor
